lecture_id,questions,answer,source_sentence,entity,,,
48,What is a plain view search?,Seizing evidence visible without further intrusion.,Plain view doctrine applies when evidence is seen…,MISC,,,
48,What is required for a stop-and-frisk search?,Genuine reason to suspect involvement in criminal activity.,Stop-and-frisk requires genuine suspicion…,MISC,,,
48,What makes a consented search valid?,Voluntary and intelligent consent.,A consented search is valid when consent is voluntary…,MISC,,,
48,What is a customs search?,A search conducted by customs officers in enforcing customs laws.,Customs officers may conduct searches…,PERSON,,,
48,What is a checkpoint?,A place where officers stop vehicles for inspection.,A checkpoint is a place where officers inspect vehicles…,LOC,,,
48,Are checkpoints per se unconstitutional?,No.,Checkpoints are not illegal per se…,MISC,,,
48,When are checkpoint searches valid?,When limited to visual inspection.,Checkpoint searches are valid if limited…,MISC,,,
49,What is the value of voluntary surrender in criminal prosecution?,It plays an important role in the prosecution of a crime.,Voluntary surrender has value in the prosecution of a crime.,MISC,,,
49,What are the requisites of voluntary surrender?,Specific conditions must be met for surrender to be considered voluntary.,There are requisites of voluntary surrender.,MISC,,,
49,What should police officers do when a person voluntarily surrenders claiming to be the perpetrator?,They must follow proper procedure during investigation.,When investigating a crime... police officers must follow proper procedure.,MISC,,,
49,When is surrender considered voluntary?,When certain conditions indicating willingness and spontaneity are met.,Surrender is considered voluntary only when certain conditions are met.,MISC,,,
49,What is the test of spontaneity?,It is a criterion used to determine whether surrender is voluntary.,There is a test of spontaneity in determining voluntary surrender.,MISC,,,
49,May police officers take custody of someone who surrenders?,"Yes, they may take custody and detain him following legal procedures.",Police officers may take custody...,MISC,,,
49,What is extra-judicial confession?,An admission of guilt made outside the courtroom.,Extra-judicial confession refers to an admission of guilt outside the courtroom.,MISC,,,
49,What is custodial investigation?,Questioning initiated by law enforcement after a person is taken into custody.,Custodial investigation refers to questioning initiated after custody.,MISC,,,
49,What are the essential requisites for custodial investigation?,Certain legal conditions must be met to classify questioning as custodial.,Essential requisites are needed...,MISC,,,
49,Should police accept an oral extra-judicial confession?,"No, they should not accept an oral confession during custodial investigation.",A police officer should not accept an oral extra-judicial confession...,MISC,,,
49,What is the difference between extra-judicial confession and judicial admission?,They differ in legal nature and the circumstances under which they are given.,There is a difference between an extra-judicial confession and judicial admission.,MISC,,,
50,What is a polygraph?,A scientific instrument used as an aid in detecting deception.,Polygraph is a scientific instrument used as an aid in detecting deception.,MISC,,,
50,What is the scientific method of detecting deception with the aid of a machine?,The polygraph method.,It is defined as the scientific method of detecting deception done with the aid of a polygraph machine.,MISC,,,
50,Who interprets whether the subject may be truthful or deceitful during a polygraph exam?,The examiner.,The person who conducts the polygraph examination can determine if the subject is truthful or deceitful through the aid of the polygraph machine.,PERSON,,,
50,What are physiological changes?,Body changes that occur when someone acts or is under stress.,Physiological changes are body changes occurring when a person is performing an act or under stress.,MISC,,,
50,What happens when a subject lies during a polygraph examination?,Stress causes physiological changes recorded by the examiner.,"In a polygraph examination, the subject will be under stress if he intends to lie, resulting in physiological changes recorded and interpreted by the examiner.",MISC,,,
50,What does reading a polygraph chart require?,Formal training.,Reading a polygraph chart requires formal training.,MISC,,,
50,What indicates that a person is lying during a polygraph exam?,"Faster heart rate, higher blood pressure, or increased perspiration.","Significant changes such as faster heart rate, higher blood pressure, or increased perspiration indicate lying.",MISC,,,
50,What can the polygraph machine not do?,It cannot directly tell whether a person is lying.,The polygraph machine cannot tell whether a person is lying and only serves as an aid in investigation.,MISC,,,
50,What is the spiral search method used for?,"Small, circular crime scenes without physical barriers.","Spiral search method is best for small, circular crime scenes.",MISC,,,
50,What is the line or strip method best for?,"Large scenes like classrooms with rows, requiring many people.","Line, strip, or parallel method is suited for scenes like classrooms and large areas.",MISC,,,
